,address
7056,"Ленинградский проспект, 74А"
7057,"Ленинградский проспект, 74А"
7058,"Бутырская улица, 9, сооружение 1"
7059,"улица Правды, 26"
7060,"улица Правды, 26"
7061,"улица Правды, 26"
7062,"улица Правды, 26"
7063,"улица Правды, 26"
7064,"Беговая улица, 6А"
7065,"Фестивальная улица, 17, корпус 1А"
7066,"1-й Амбулаторный проезд, 2, строение 2"
7067,"Петрозаводская улица, 22А, строение 1"
7068,"Беговая улица, владение 22, сооружение 1"
7069,"Ленинградское шоссе, 112, корпус 4, строение 5"
7070,"Дмитровское шоссе, 108Б, строение 1"
7071,"улица 8 Марта, 6А, строение 1"
7072,"улица 800-летия Москвы, 7Б"
7073,"Большая Академическая улица, 47, строение 2"
7074,"Песчаная улица, 2А, строение 4"
7075,"Лобненская улица, 4А"
7076,"Лобненская улица, 4А"
7077,"Лобненская улица, 4А"
7078,"Михалковская улица, 52"
7079,"Петровско-Разумовский проезд, 27А, строение 1"
7080,"Петровско-Разумовский проезд, 27А, строение 2"
7081,"Бутырская улица, 77"
7082,"Ленинградское шоссе, 25"
7083,"Вятская улица, 35, строение 4"
7084,"Ижорская улица, владение 8Б, строение Б/Н"
7085,"Ленинградское шоссе, 16А, строение 2"
7086,"Ленинградское шоссе, 16А, строение 4"
7087,"Ленинградское шоссе, 16А, строение 3"
7088,"Ленинградское шоссе, 16А, строение 4"
7089,"Ленинградское шоссе, 16А, строение 4"
7090,"Ленинградское шоссе, 16А, строение 4"
7091,"Ленинградское шоссе, 16А, строение 4"
7092,"Ленинградское шоссе, 16А, строение 4"
7093,"Ленинградское шоссе, 16А, строение 4"
7094,"Ленинградское шоссе, 16А, строение 4"
7095,"Ленинградское шоссе, 16А, строение 4"
7096,"Часовая улица, 18, строение 3"
7097,"Театральная аллея, 3, строение 1"
7098,"Ленинградский проспект, 31А, строение 1"
7099,"Ленинградский проспект, 31А, строение 1"
7100,"Ленинградский проспект, 31А, строение 1"
7101,"Ленинградский проспект, 31А, строение 1"
7102,"Ленинградский проспект, 31А, строение 1"
7103,"Ленинградский проспект, 31А, строение 1"
7104,"Ленинградский проспект, 31А, строение 1"
7105,"Ленинградский проспект, 31А, строение 1"
7106,"Ленинградский проспект, 31А, строение 1"
7107,"Ленинградский проспект, 31А, строение 1"
7108,"Ленинградский проспект, 31А, строение 1"
7109,"Лобненская улица, 11"
7110,"Беговая улица, 3, строение 1"
7111,"5-я улица Ямского Поля, 5, строение 1"
7112,"Ленинградский проспект, 40"
7113,"Ленинградский проспект, 40"
7114,"Флотская улица, 5, строение 3"
7115,"Дегунинская улица, 17А"
7116,"Хорошёвское шоссе, 16, строение 3"
7117,"Хорошёвское шоссе, 16, строение 3"
7118,"Клинская улица, 16А"
7119,"Фестивальная улица, 2Б"
7120,"Фестивальная улица, 2Б"
7121,"Фестивальная улица, 2Б"
7122,"Фестивальная улица, 2Б"
7123,"Фестивальная улица, 2Б"
7124,"3-я улица Ямского Поля, 26А"
7125,"3-я улица Ямского Поля, 26А"
7126,"Балтийская улица, 10, корпус 2"
7127,"Международное шоссе, 28Б, строение 3"
7128,"Ленинградское шоссе, 39А, строение 1"
7129,"улица Врубеля, 12, строение 2"
7130,"Ленинградский проспект, 72, корпус 4"
7131,"Ленинградский проспект, 72, корпус 4"
7132,"Ленинградский проспект, 72, корпус 2"
7133,"Ленинградский проспект, 72, корпус 1"
7134,"Ленинградский проспект, 72, корпус 1"
7135,"Большая Академическая улица, владение 40, строение 1"
7136,"Ленинградский проспект, 37, строение 16"
7137,"Локомотивный проезд, 4"
7138,"Локомотивный проезд, 4"
7139,"Локомотивный проезд, 4"
7140,"Локомотивный проезд, 4"
7141,"Локомотивный проезд, 4"
7142,"улица Вучетича, владение 2А"
7143,"Тимирязевская улица, 58"
7144,"4-й Лихачёвский переулок, 13"
7145,"Петровско-Разумовский проезд, 28"
7146,"улица 8 Марта, 10, строение 14"
7147,"Керамический проезд, 55, корпус 4"
7148,"Тимирязевская улица, 1"
7149,"Тимирязевская улица, 1"
7150,"Коровинское шоссе, 30А"
7151,"улица Клары Цеткин, 28"
7152,"улица Прянишникова, 19А, строение 1"
7153,"улица Прянишникова, 2А"
